Светлая улица, 35, 47.650955 53.131163
Светлая улица, 36, 47.651655 53.131471
Светлая улица, 37, 47.650586 53.131174
Светлая улица, 38, 47.651098 53.131498
Светлая улица, 39, 47.650146 53.131185
Светлая улица, 40, 47.650676 53.131525
Светлая улица, 41, 47.649724 53.131196
Светлая улица, 42, 47.650281 53.131536
Светлая улица, 43, 47.649212 53.131234
Светлая улица, 44, 47.650065 53.131574
Светлая улица, 46, 47.649751 53.131585
Светлая улица, 48, 47.64932 53.13159
Светлая улица, 50, 47.648763 53.131639
Светлый переулок, 2, 47.649086 53.130909
Светлый переулок, 4, 47.649086 53.130666
Светлый переулок, 6, 47.649086 53.130445
Светлый переулок, 8, 47.649131 53.130158
Светлый переулок, 10, 47.649122 53.129769
Светлый переулок, 12, 47.649113 53.129413
Советская улица, 1, 47.685773 53.134421
Советская улица, 2, 47.68545 53.134864
Советская улица, 3, 47.685396 53.134426
Советская улица, 5, 47.685144 53.134405
Советская улица, 6, 47.682018 53.134994
Советская улица, 7, 47.684875 53.134426
Советская улица, 8, 47.681677 53.134983
Советская улица, 9, 47.684605 53.134448
Советская улица, 10, 47.679979 53.135086
Советская улица, 11, 47.684255 53.134459
Советская улица, 12, 47.679081 53.135096
Советская улица, 13, 47.683986 53.134475
Советская улица, 14, 47.678452 53.135123
Советская улица, 15, 47.683599 53.13448
Советская улица, 16, 47.678165 53.135161
Советская улица, 17, 47.683321 53.13447
Советская улица, 18, 47.677832 53.135156
Советская улица, 19, 47.682989 53.134507
Советская улица, 20, 47.677248 53.13521
Советская улица, 21, 47.682611 53.134491
Советская улица, 22, 47.676799 53.135226
Советская улица, 23, 47.681884 53.134524
Советская улица, 24, 47.676134 53.135242
Советская улица, 25, 47.681533 53.134567
Советская улица, 26, 47.67547 53.135258
Советская улица, 27, 47.681237 53.134551
Советская улица, 28, 47.675218 53.13528
Советская улица, 29, 47.680913 53.134578
Советская улица, 30, 47.674931 53.135296
Советская улица, 31, 47.680626 53.134621
Советская улица, 32, 47.674625 53.135323
Советская улица, 33, 47.680383 53.134616
Советская улица, 34, 47.674338 53.135312
Советская улица, 35, 47.680051 53.134626
Советская улица, 36, 47.673933 53.135296
Советская улица, 37, 47.679773 53.134707
Советская улица, 38, 47.673646 53.135312
Советская улица, 39, 47.679494 53.134691
Советская улица, 40, 47.673377 53.135323
Советская улица, 41, 47.679243 53.13468
Советская улица, 42, 47.673035 53.135329
Советская улица, 43, 47.67891 53.134724
Советская улица, 44, 47.672793 53.135318
Советская улица, 45, 47.678632 53.134734
Советская улица, 46, 47.672505 53.135329
Советская улица, 47, 47.6782 53.134734
Советская улица, 48, 47.672173 53.135356
Советская улица, 49, 47.677886 53.13474
Советская улица, 50, 47.671795 53.135383
Советская улица, 51, 47.67741 53.134756
Советская улица, 52, 47.671517 53.135393
Советская улица, 54, 47.671248 53.135388
Советская улица, 55, 47.676593 53.134772
Советская улица, 56, 47.670897 53.135383
Советская улица, 57, 47.676206 53.134767
Советская улица, 58, 47.670089 53.135323
Советская улица, 59, 47.675928 53.134767
Советская улица, 60, 47.669756 53.13535
Советская улица, 61, 47.675676 53.134783
Советская улица, 62, 47.669442 53.135372
Советская улица, 63, 47.675317 53.134794
Советская улица, 64, 47.669172 53.135404
Советская улица, 65, 47.67476 53.134832
Советская улица, 66, 47.668885 53.135404
Советская улица, 67, 47.674419 53.134821
Советская улица, 68, 47.66858 53.135399
Советская улица, 69, 47.67396 53.134815
Советская улица, 70, 47.668346 53.13541
Советская улица, 71, 47.673898 53.134173
Советская улица, 72, 47.668005 53.135442
Советская улица, 73, 47.67335 53.134821
Советская улица, 74, 47.667618 53.135415
Советская улица, 75, 47.673071 53.134848
Советская улица, 77, 47.672811 53.134799
Советская улица, 79, 47.672451 53.134864
Советская улица, 81, 47.671939 53.134886
Советская улица, 83, 47.671634 53.134896
Советская улица, 84, 47.661312 53.135183
Советская улица, 86, 47.66089 53.135199
Советская улица, 87, 47.670286 53.134923
Советская улица, 88, 47.660504 53.135167
Советская улица, 89, 47.669972 53.134961
Советская улица, 90, 47.66018 53.135134
Советская улица, 91, 47.669702 53.134934
Советская улица, 92, 47.659758 53.13514
Советская улица, 93, 47.669352 53.134972
Советская улица, 95, 47.669101 53.134972
Советская улица, 96, 47.658995 53.135118
Советская улица, 97, 47.668867 53.134994
Советская улица, 98, 47.658563 53.135123
Советская улица, 99, 47.668544 53.134983
Советская улица, 100, 47.658186 53.135123
Советская улица, 101, 47.668283 53.135015
Советская улица, 102, 47.657764 53.135134
Советская улица, 103, 47.667834 53.134783
Советская улица, 104, 47.65744 53.135172
Советская улица, 105, 47.667627 53.135069
Советская улица, 106, 47.657099 53.135221
Советская улица, 108, 47.656704 53.135248
Советская улица, 109, 47.667232 53.135096
Советская улица, 111, 47.666873 53.13508
Советская улица, 113, 47.666415 53.135118
Советская улица, 114, 47.655797 53.135637
Советская улица, 115, 47.666091 53.135145
Советская улица, 116, 47.65453 53.135842
Советская улица, 117, 47.665714 53.135177
Советская улица, 118, 47.654144 53.135858
Советская улица, 120, 47.653398 53.135928
Советская улица, 121, 47.664878 53.135161
Советская улица, 122, 47.65259 53.135917
Советская улица, 123, 47.664097 53.135156
Советская улица, 124, 47.651979 53.135815
Советская улица, 125, 47.663657 53.135248
Советская улица, 126, 47.651188 53.13589
Советская улица, 127, 47.663333 53.135258
Советская улица, 128, 47.650425 53.135961
Советская улица, 130, 47.649706 53.135982
Советская улица, 131, 47.661546 53.134815
Советская улица, 133, 47.661204 53.134783
Советская улица, 134, 47.649293 53.136036
Советская улица, 135, 47.660782 53.134772
Советская улица, 136, 47.648853 53.136069
Советская улица, 137, 47.660396 53.134756
Советская улица, 138, 47.647766 53.136171
Советская улица, 141, 47.659713 53.134751
Советская улица, 142, 47.645816 53.136317
Советская улица, 143, 47.659192 53.134702
Советская улица, 145, 47.658815 53.13474
Советская улица, 147, 47.65842 53.13474
Советская улица, 149, 47.658114 53.134756
Советская улица, 151, 47.657611 53.134772
Советская улица, 153, 47.657252 53.134767
Советская улица, 155, 47.656839 53.134794
Советская улица, 157, 47.656479 53.134815
Советская улица, 159, 47.656102 53.134832
Советская улица, 159А, 47.655698 53.134832
Советская улица, 161, 47.655231 53.134826
Советская улица, 163, 47.654683 53.134918
Советская улица, 165, 47.654287 53.134929
Советская улица, 167, 47.653928 53.135539
Советская улица, 169, 47.653326 53.13555
Советская улица, 171, 47.652194 53.135167
Советская улица, 173, 47.651673 53.135194
Советская улица, 175, 47.651359 53.135199
Советская улица, 177, 47.650973 53.135264
Советская улица, 179, 47.650487 53.135275
Советская улица, 181, 47.650164 53.135302
Советская улица, 185, 47.649418 53.135377
Советская улица, 187, 47.649005 53.13541
Советская улица, 191, 47.64826 53.135485
Советская улица, 193, 47.647909 53.135502
Советская улица, 195, 47.646849 53.135599
Советская улица, 197, 47.646481 53.135615
Советская улица, 199, 47.646104 53.135669
Шиферная улица, 1, 47.665858 53.133535
Шиферная улица, 2, 47.66442 53.133297
Шиферная улица, 3, 47.666073 53.133535
Шиферная улица, 4, 47.66504 53.133233
Шиферная улица, 5, 47.666442 53.13353
Шиферная улица, 6, 47.664313 53.132946
Шиферная улица, 7, 47.666918 53.133519
Шиферная улица, 8, 47.664627 53.132887
Шиферная улица, 9, 47.667295 53.13353
Шиферная улица, 10, 47.664896 53.132849
Шиферная улица, 12, 47.665238 53.132811
Шиферная улица, 14, 47.665588 53.132757
Шиферная улица, 16, 47.665444 53.133173
Шиферная улица, 18, 47.666064 53.133146
Шиферная улица, 20, 47.666783 53.133141
Школьная улица, 1, 47.663899 53.132417
Школьная улица, 2, 47.662372 53.134399
Школьная улица, 4, 47.662489 53.134162
Школьная улица, 6, 47.662794 53.134032
Школьная улица, 8, 47.662669 53.133692
Школьная улица, 9, 47.664501 53.131158
Школьная улица, 9А, 47.664043 53.131201
Школьная улица, 10, 47.662749 53.13347
Школьная улица, 11, 47.663953 53.130963
Школьная улица, 12, 47.662821 53.133216
Школьная улица, 14, 47.662803 53.132973
Школьная улица, 16, 47.662902 53.132741
Школьная улица, 18, 47.662929 53.132552
Школьная улица, 20, 47.662857 53.132217
Школьная улица, 22, 47.662758 53.131871
Школьная улица, 28, 47.659309 53.130072
